Experiment Name:,NOR3 CR0015 HNF St 6-3'

Tube Name:,Record Time:,Volume(μL):,Comment:,All Events ,Nano Events,SYBR Events,SYBR' Events,Algae Events,ANF Events,HNF Events,All Events  Events/μL(V),Nano Events/μL(V),SYBR Events/μL(V),SYBR' Events/μL(V),Algae Events/μL(V),ANF Events/μL(V),HNF Events/μL(V),All Events  % Parent,Nano % Parent,SYBR % Parent,SYBR' % Parent,Algae % Parent,ANF % Parent,HNF % Parent,All Events  % Total,Nano % Total,SYBR % Total,SYBR' % Total,Algae % Total,ANF % Total,HNF % Total,All Events  Mean FSC-A,Nano Mean FSC-A,SYBR Mean FSC-A,SYBR' Mean FSC-A,Algae Mean FSC-A,ANF Mean FSC-A,HNF Mean FSC-A,All Events  Mean BL525-A,Nano Mean BL525-A,SYBR Mean BL525-A,SYBR' Mean BL525-A,Algae Mean BL525-A,ANF Mean BL525-A,HNF Mean BL525-A,All Events  Mean BL690-A,Nano Mean BL690-A,SYBR Mean BL690-A,SYBR' Mean BL690-A,Algae Mean BL690-A,ANF Mean BL690-A,HNF Mean BL690-A
ST6-3 T12 7-2,2020-10-19 16:22:36,1005.0,NOR3 Cr0015 HNF,10178,1314,8526,3274,252,454,521,10.13,1.31,8.48,3.26,0.25,0.45,0.52,100.00%,40.13%,83.77%,38.40%,19.18%,34.55%,39.65%,100.00%,12.91%,83.77%,32.17%,2.48%,4.46%,5.12%,75089.3,89974.7,38912.3,48783.0,116436.1,94098.1,70759.3,509897.9,1360919.8,424768.7,898627.4,1279660.8,1220129.4,1534430.4,235041.8,588098.7,176531.8,326336.2,1397596.5,456643.6,277862.7
ST6-3 T12 8-1,2020-10-19 16:28:44,1005.0,NOR3 Cr0015 HNF,16568,4511,14547,9980,197,1466,2656,16.49,4.49,14.47,9.93,0.20,1.46,2.64,100.00%,45.20%,87.80%,68.61%,4.37%,32.50%,58.88%,100.00%,27.23%,87.80%,60.24%,1.19%,8.85%,16.03%,61313.2,72980.6,41978.7,44749.1,152795.7,84610.1,60047.5,807004.6,1448599.5,746754.6,1009718.1,1645036.9,1241791.5,1562005.6,253625.7,397874.7,208826.2,261140.4,1682701.3,406180.0,286458.5
ST6-3 T12 8-2,2020-10-19 16:34:29,1005.0,NOR3 Cr0015 HNF,23314,6695,19543,12191,219,3376,2845,23.20,6.66,19.45,12.13,0.22,3.36,2.83,100.00%,54.92%,83.83%,62.38%,3.27%,50.43%,42.49%,100.00%,28.72%,83.83%,52.29%,0.94%,14.48%,12.20%,55960.6,76084.2,45253.3,50996.9,155096.1,83986.3,60063.8,739730.8,1383185.9,731455.0,1061529.8,1571257.1,1178154.6,1610555.5,235624.6,392155.0,215229.6,283643.4,1602347.3,394531.3,291389.8
ST6-3 T12 9-1,2020-10-19 16:40:19,1005.0,NOR3 Cr0015 HNF,28348,8625,25930,16868,210,4179,3802,28.21,8.58,25.80,16.78,0.21,4.16,3.78,100.00%,51.13%,91.47%,65.05%,2.43%,48.45%,44.08%,100.00%,30.43%,91.47%,59.50%,0.74%,14.74%,13.41%,47637.6,67282.1,39012.1,43832.7,123766.7,67122.6,64433.1,755491.6,1339397.6,696648.2,976929.9,1301896.9,998759.0,1728676.4,213484.1,340559.7,184346.9,238711.0,1500842.4,299887.7,319054.5
ST6-3 T12 9-2,2020-10-19 16:46:32,1005.0,NOR3 Cr0015 HNF,25405,7119,21660,15674,294,2602,3940,25.28,7.08,21.55,15.60,0.29,2.59,3.92,100.00%,45.42%,85.26%,72.36%,4.13%,36.55%,55.34%,100.00%,28.02%,85.26%,61.70%,1.16%,10.24%,15.51%,61900.9,68154.5,39905.8,41265.9,109465.0,74601.0,59786.5,902199.2,1520502.6,821761.1,1072794.9,1463267.8,1212539.8,1733894.1,272894.3,418876.1,222220.5,271265.8,1675810.6,393562.7,319760.8
ST6-3 T12 10-1,2020-10-19 16:52:19,1005.0,NOR3 Cr0015 HNF,63266,9719,30877,19069,173,2836,6217,62.95,9.67,30.72,18.97,0.17,2.82,6.19,100.00%,50.97%,48.81%,61.76%,1.78%,29.18%,63.97%,100.00%,15.36%,48.81%,30.14%,0.27%,4.48%,9.83%,47770.9,63228.3,41962.3,41966.7,127425.2,71602.5,57306.9,404260.8,1498848.8,722333.1,1110267.9,1331942.1,1291351.6,1611727.5,103739.6,356214.5,176404.5,254497.5,1539130.6,391041.9,305381.5
ST6-3 T12 10-2,2020-10-19 16:58:03,1005.0,NOR3 Cr0015 HNF,17371,5299,15116,11605,153,2459,2405,17.28,5.27,15.04,11.55,0.15,2.45,2.39,100.00%,45.66%,87.02%,76.77%,2.89%,46.40%,45.39%,100.00%,30.50%,87.02%,66.81%,0.88%,14.16%,13.84%,53326.7,69925.1,42169.3,42087.4,130921.5,75414.1,60216.9,1051689.3,1768472.8,951901.2,1189136.5,1422761.0,1487698.8,2091974.8,305742.1,466949.6,251563.5,297046.3,1562528.3,452236.3,409800.5
ST6-3 T12 11-1,2020-10-19 17:04:33,1004.9,NOR3 Cr0015 HNF,34650,2847,13839,6736,322,1763,627,34.48,2.83,13.77,6.70,0.32,1.75,0.62,100.00%,42.27%,39.94%,48.67%,11.31%,61.92%,22.02%,100.00%,8.22%,39.94%,19.44%,0.93%,5.09%,1.81%,46874.7,72832.1,40253.1,42129.6,134173.9,62958.0,67721.5,197542.8,982228.4,363443.7,637017.0,1584245.4,818500.1,1130811.1,94914.6,420104.9,146736.7,240029.1,1660874.9,262423.9,220076.2
ST6-3 T12 11-2,2020-10-19 17:10:17,1005.0,NOR3 Cr0015 HNF,40564,5072,20846,8903,236,3874,805,40.36,5.05,20.74,8.86,0.23,3.85,0.80,100.00%,56.97%,51.39%,42.71%,4.65%,76.38%,15.87%,100.00%,12.50%,51.39%,21.95%,0.58%,9.55%,1.98%,47502.9,63825.2,39021.8,45344.2,126780.4,59463.2,62962.0,216009.4,806993.1,353138.1,639750.3,1392539.0,681651.4,1172034.4,86172.8,290348.8,131490.7,215726.7,1495026.6,220412.5,222953.7
ST6-3 T24 6_1,2020-10-21 10:23:23,1004.8,NOR3 Cr0015 HNF,7760,1027,4344,2193,907,52,37,7.72,1.02,4.32,2.18,0.90,0.05,0.04,100.00%,46.83%,55.98%,50.48%,88.32%,5.06%,3.60%,100.00%,13.23%,55.98%,28.26%,11.69%,0.67%,0.48%,398027.6,71974.3,57957.3,44259.4,69733.8,93606.9,67845.5,517079.2,1264896.3,536060.8,899681.3,1186119.5,1381075.1,2894739.5,434235.0,1349462.9,608122.2,895869.3,1414312.0,504599.5,483395.8
ST6-3 T24 6_2,2020-10-21 10:29:11,1005.0,NOR3 Cr0015 HNF,6986,849,3611,1852,779,24,23,6.95,0.84,3.59,1.84,0.78,0.02,0.02,100.00%,45.84%,51.69%,51.29%,91.76%,2.83%,2.71%,100.00%,12.15%,51.69%,26.51%,11.15%,0.34%,0.33%,509974.2,71894.4,60283.5,42446.5,69223.0,87173.6,81484.1,356293.0,1122919.6,469046.7,767565.0,1037247.1,1468097.8,2666870.5,396601.9,1484449.6,621051.1,907822.8,1498917.3,553579.6,470028.1
ST6-3 T24 7_1,2020-10-21 10:35:16,1005.0,NOR3 Cr0015 HNF,13189,2598,9079,6517,980,445,1008,13.12,2.59,9.03,6.48,0.98,0.44,1.00,100.00%,39.86%,68.84%,71.78%,37.72%,17.13%,38.80%,100.00%,19.70%,68.84%,49.41%,7.43%,3.37%,7.64%,261560.2,71690.9,50327.1,39492.8,71151.7,82701.5,68110.8,633763.9,1464324.6,741119.8,971560.8,1272606.1,1329677.0,1748952.8,326946.8,764215.3,395651.7,464671.3,1363354.4,474813.8,305507.4
ST6-3 T24 7_2,2020-10-21 10:44:16,1004.9,NOR3 Cr0015 HNF,16345,3277,12067,9341,936,813,1335,16.26,3.26,12.01,9.30,0.93,0.81,1.33,100.00%,35.08%,73.83%,77.41%,28.56%,24.81%,40.74%,100.00%,20.05%,73.83%,57.15%,5.73%,4.97%,8.17%,238016.4,69157.0,45916.3,35829.3,70833.2,76363.4,63937.6,769276.6,1479200.5,802447.6,991002.4,1202078.4,1540034.5,1644849.6,374413.7,713948.2,408298.4,422447.2,1447001.3,549367.6,292227.8
ST6-3 T24 8_1,2020-10-21 10:50:11,1005.0,NOR3 Cr0015 HNF,29457,6357,18575,14459,490,2054,3470,29.31,6.33,18.48,14.39,0.49,2.04,3.45,100.00%,43.97%,63.06%,77.84%,7.71%,32.31%,54.59%,100.00%,21.58%,63.06%,49.09%,1.66%,6.97%,11.78%,108860.6,61084.2,42310.8,37411.5,80988.0,64683.3,55860.5,653486.1,1489959.4,875428.9,1089712.3,1028762.9,1533035.6,1555532.6,209756.7,471212.0,275283.7,320021.1,1398261.5,555679.6,276241.9
ST6-3 T24 8_2,2020-10-21 10:55:58,1005.0,NOR3 Cr0015 HNF,28931,7507,20797,16944,908,2917,3140,28.79,7.47,20.69,16.86,0.90,2.90,3.12,100.00%,44.30%,71.88%,81.47%,12.10%,38.86%,41.83%,100.00%,25.95%,71.88%,58.57%,3.14%,10.08%,10.85%,93547.7,63468.6,41148.1,38438.2,67789.6,66742.9,58766.6,1478535.1,1897342.8,1112778.8,1335738.3,1290103.8,1962742.3,2044520.0,440969.3,657064.4,385545.0,446253.4,1214035.3,753169.3,364104.9
ST6-3 T24 9_1,2020-10-21 11:41:57,804.0,NOR3 Cr0015 HNF,25266,4785,12621,9644,424,1995,2602,31.43,5.95,15.70,12.00,0.53,2.48,3.24,100.00%,49.62%,49.95%,76.41%,8.86%,41.69%,54.38%,100.00%,18.94%,49.95%,38.17%,1.68%,7.90%,10.30%,95345.1,75385.8,53460.2,49998.4,127213.8,85770.3,58441.3,24017.2,73567.4,47547.4,53453.9,106716.1,73047.5,68130.0,19110.8,43601.7,37116.5,28908.3,234405.4,26809.2,13303.3
ST6-3 T24 9_2,2020-10-21 11:08:23,1005.0,NOR3 Cr0015 HNF,21829,1917,12629,3896,508,1288,125,21.72,1.91,12.57,3.88,0.51,1.28,0.12,100.00%,49.20%,57.85%,30.85%,26.50%,67.19%,6.52%,100.00%,8.78%,57.85%,17.85%,2.33%,5.90%,0.57%,169138.5,63738.8,51776.0,40370.5,68491.8,62120.5,59661.4,14829.0,63383.2,22402.7,43557.0,130192.5,33747.8,98697.0,19440.8,80211.5,30424.8,49837.8,219141.8,18361.6,18863.4
ST6-3 T24 10_1,2020-10-21 11:14:25,1005.0,NOR3 Cr0015 HNF,37863,1965,23936,3067,494,1369,111,37.67,1.96,23.82,3.05,0.49,1.36,0.11,100.00%,64.07%,63.22%,12.81%,25.14%,69.67%,5.65%,100.00%,5.19%,63.22%,8.10%,1.30%,3.62%,0.29%,126973.6,59995.3,49916.4,45160.1,64062.9,58398.0,59418.7,7815.9,34104.6,11505.5,28610.5,65366.3,20406.7,69290.8,19638.4,58127.5,26135.4,43950.8,164921.1,9315.0,14776.1
ST6-3 T24 10_2,2020-10-21 11:21:16,1005.0,NOR3 Cr0015 HNF,25638,1447,13343,2257,522,854,72,25.51,1.44,13.28,2.25,0.52,0.85,0.07,100.00%,64.11%,52.04%,16.92%,36.07%,59.02%,4.98%,100.00%,5.64%,52.04%,8.80%,2.04%,3.33%,0.28%,155930.3,59151.2,55951.6,45457.9,68255.2,54065.9,53797.7,7854.5,36307.6,13516.4,30394.2,63927.2,18389.9,56774.9,32165.9,74421.4,43151.7,60479.9,180182.7,8839.7,12280.3
ST6-3 T24 11_1,2020-10-21 11:27:18,1005.0,NOR3 Cr0015 HNF,15619,560,6488,928,442,100,7,15.54,0.56,6.46,0.92,0.44,0.10,0.01,100.00%,60.34%,41.54%,14.30%,78.93%,17.86%,1.25%,100.00%,3.59%,41.54%,5.94%,2.83%,0.64%,0.04%,247440.0,78986.0,72040.7,90112.1,82251.5,53743.0,60890.1,16088.3,68431.4,32479.5,90698.1,73033.1,19361.5,51786.0,149932.3,469404.0,306649.9,737131.6,503272.9,9991.3,10070.6
ST6-3 T24 11_2,2020-10-21 11:34:30,1005.0,NOR3 Cr0015 HNF,12013,501,6276,753,413,74,2,11.95,0.50,6.24,0.75,0.41,0.07,0.00,100.00%,66.53%,52.24%,12.00%,82.44%,14.77%,0.40%,100.00%,4.17%,52.24%,6.27%,3.44%,0.62%,0.02%,251884.3,83874.9,69491.8,74801.3,82717.8,71275.2,61785.4,17722.1,61611.1,28353.1,63094.2,60778.0,25791.6,623517.1,166016.0,424831.7,247906.6,453817.3,423594.4,13008.3,112420.5
